incrocio,incidenti,morti,feriti,lat,lon,score
VIA FRANCESCO BUONAMICI x VIA LEONE BOLAFFIO,1,0.0,2.0,41.8593,12.5741,11.0
PIAZZALE CARDINAL CONSALVI x PONTE MILVIO,1,0.0,2.0,41.9338,12.4674,11.0
LARGO DELLO SCAUTISMO x VIA DI S. IPPOLITO,1,0.0,2.0,41.9101,12.5226,11.0
VIA BENEDETTO TORTI x VIA ENRICO DELL'ACQUA,1,0.0,2.0,41.8651,12.6507,11.0
VIA FRANCESCO COCCO ORTU x VIA GIUSEPPE PRINA,1,0.0,2.0,41.958,12.522,11.0
PIAZZA ENRICO FERMI x VIA FRANCESCO GRIMALDI,6,0.0,1.0,41.8643,12.4696,11.0
PIAZZA GIOVENALE x VIA UGO DE CAROLIS,1,0.0,2.0,41.9132,12.4417,11.0
VIA GIROLAMO COCCONI x VIA VINCENZO CESATI,1,0.0,2.0,41.8942,12.5633,11.0
VIA SCARPANTO x VIA STAMPALIA,1,0.0,2.0,41.9476,12.5275,11.0
VIA BERNARDO BARBIELLINI AMIDEI x VIA LUIGI ARBIB PASCUCCI,1,0.0,2.0,41.9259,12.4278,11.0
VIA BIAGIO BRUGI x VIA ENRICO MAZZOCCOLO,1,0.0,2.0,41.8614,12.5681,11.0
VIA CRISTOFORO COLOMBO x VIA DI MALAFEDE,6,0.0,1.0,41.7903,12.39695,11.0
PIAZZA GEREMIA BONOMELLI x VIALE GUGLIELMO MASSAIA,1,0.0,2.0,41.8648,12.4918,11.0
VIA DELLA FALCOGNANA x VIA PADULI,1,0.0,2.0,41.771,12.5822,11.0
VIA DELLA GIULIANA x VIA EMILIO FAA' DI BRUNO,1,0.0,2.0,41.9135,12.4542,11.0
VIA DELLA CAMILLUCCIA x VIA TRIONFALE,1,0.0,2.0,41.943,12.4489,11.0
PIAZZALE JONIO x VIA DI VALLE MELAINA,6,0.0,1.0,41.9456,12.5261,11.0
VIA GIULIO GALLI x VIA GIULIO GALLI,1,0.0,2.0,41.9939,12.4082,11.0
VIA SANTI SAVARINO x VIA VITALIANO ROTELLINI,1,0.0,2.0,41.775,12.4377,11.0
LARGO DELLA CECCHIGNOLA x VIA LAURENTINA,1,0.0,2.0,41.8103,12.4856,11.0
VIA CASTROREGIO x VIA DELLE CAPANNELLE,1,0.0,2.0,41.8305,12.5675,11.0
VIA GIUSEPPE BARILE x VIA MASSIMO SEVERO GIANNINI,1,0.0,2.0,41.8372,12.6039,11.0
VIA FEDERICO ALESSANDRINI x VIA GIACOMO DINA,1,0.0,2.0,41.7656,12.4741,11.0
VIA BOCENAGO x VIA DOBBIACO,1,0.0,2.0,41.7391,12.382,11.0
VIA GIUSEPPE DEZZA x VIA ORESTE REGNOLI,1,0.0,2.0,,,11.0
VIA SERRADIFALCO x VIA TORTORICI,1,0.0,2.0,41.8644,12.6912,11.0
VIA DELLA MAGLIANELLA x VIA DELLA RISERVA TORLONIA,1,0.0,2.0,41.9018,12.3791,11.0
VIA DELLA BUFALOTTA x VIA MONTE FUMAIOLO,1,0.0,2.0,41.9676,12.5499,11.0
VIA DELLA MAGLIANELLA x VIA RISERVA DELLA TORRETTA,1,0.0,2.0,41.8877,12.3825,11.0
VIA FLAMINIA x VIA FRATELLI ARCHIBUGI,1,0.0,2.0,41.9203,12.4724,11.0
VIA GIUSEPPE PARINI x VIALE DI TRASTEVERE,1,0.0,2.0,41.8817,12.4679,11.0
VIA DEL CIRCO MASSIMO x VIALE AVENTINO,6,0.0,1.0,41.8829,12.4864,11.0
VIA GIUSEPPE PRINA x VIA MONTE CERVIALTO,1,0.0,2.0,41.9541,12.5232,11.0
LARGO ANTONIO SARTI x VIA DONATELLO,1,0.0,2.0,41.9234,12.4685,11.0
VIA DEL CAPPELLACCIO x VIA DEL TROTTO,1,0.0,2.0,41.8277,12.4448,11.0
VIA ACERENZA x VIA LUNGRO,1,0.0,2.0,41.8402,12.553,11.0
VIA VITALIANO ROTELLINI x VIALE DEI CADUTI PER LA RESISTENZA,1,0.0,2.0,41.7828,12.4414,11.0
VIA ARDEATINA x VIA DAVIDE CARAZZI,1,0.0,2.0,41.7649,12.5582,11.0
LARGO FEDERICO FELLINI x VIA VITTORIO VENETO,1,0.0,2.0,41.9061,12.4895,11.0
VIA DEI SESAMI x VIA DELLE SALVINIE,1,0.0,2.0,41.8836,12.5717,11.0
PIAZZA DELLE IRIS x VIA DELLE ACACIE,1,0.0,2.0,41.888,12.5675,11.0
VIA ACHILLE LORIA x VIA FLAMINIA,1,0.0,2.0,41.9419,12.4718,11.0
VIA ACCIAIOLI x VIA PAOLA,1,0.0,2.0,41.8999,12.4652,11.0
VIA VIVI GIOI x VIALE ESPERIA SPERANI,1,0.0,2.0,41.9638,12.3995,11.0
VIA DEI SAMPIERI x VIA POGGIO VERDE,1,0.0,2.0,41.8534,12.4159,11.0
LARGO ARENULA x LARGO DI TORRE ARGENTINA,1,0.0,2.0,41.8949,12.4765,11.0
VIA CAIO MARIO x VIA GERMANICO,1,0.0,2.0,41.9082,12.4597,11.0
VIA TRAPPETO x VIA VICARI,1,0.0,2.0,41.8701,12.6498,11.0
PIAZZA VINCENZO MANGANO x VIA HERBERT SPENCER,1,0.0,2.0,41.9004,12.5665,11.0
VIA CASSIA x VIA DELL'ACQUA TRAVERSA,1,0.0,2.0,41.9828,12.4137,11.0
VIA DEL QUARTACCIO x VIA VINOVO,1,0.0,2.0,41.919,12.3955,11.0
VIA BALDASSARRE CASTIGLIONE x VIA NICOLA SPEDALIERI,1,0.0,2.0,41.8431,12.4837,11.0
VIA TELEGONO x VIA TUSCOLANA,1,0.0,2.0,41.8629,12.5513,11.0
VIA SALARIA x VIALE REGINA MARGHERITA,6,0.0,1.0,41.9195,12.4985,11.0
VIA CORRADO PARONA x VIA DI TORRE S. ANASTASIA,1,0.0,2.0,41.7649,12.5242,11.0
VIA COSTANTINO BESCHI x VIA FABIANO LANDI,1,0.0,2.0,41.7849,12.3702,11.0
VIA GASPARE GOZZI x VIA PIETRO GIORDANI,1,0.0,2.0,41.8549,12.4785,11.0
VIA AQUILONIA x VIA ROCCAROMANA,1,0.0,2.0,41.8906,12.55,11.0
VIA BUGNARA x VIA VILLAMAGNA,1,0.0,2.0,41.9142,12.6767,11.0
VIA STAZZEMA x VIA SUVERETO,1,0.0,2.0,41.9549,12.5187,11.0
VIA DON ANGELO MELOTTO x VIA PIERO CORTI,1,0.0,2.0,41.9016,12.671,11.0
PIAZZA DI PORTA CAPENA x PIAZZA DI PORTA CAPENA,1,0.0,2.0,41.8842,12.4895,11.0
VIA CAIO MARIO x VIALE GIULIO CESARE,1,0.0,2.0,41.9105,12.4627,11.0
VIA DON FRANCESCO OLIBONI x VIA PIERO CORTI,1,0.0,2.0,41.9024,12.6733,11.0
VIA DEI RUDERI DI CASA CALDA x VIA PIETRO BELON,1,0.0,2.0,41.8749,12.5964,11.0
VIA CASTELBELLINO x VIA MONTE ROBERTO,1,0.0,2.0,41.9223,12.7228,11.0
VIA AURELIA x VIA LUDOVICO ALTIERI,1,0.0,2.0,41.897,12.4318,11.0
PIAZZA DELLE CAMELIE x VIA CASILINA,1,0.0,2.0,41.8749,12.5647,11.0
VIA LAGO DI LESINA x VIALE ERITREA,1,0.0,2.0,41.9263,12.5157,11.0
VIA DELL' OSTERIA DEL FINOCCHIO x VIA DI PRATAPORCI,1,0.0,2.0,41.8468,12.6843,11.0
VIA FRANCESCO GHINGHI x VIA SILICELLA,1,0.0,2.0,41.8629,12.5988,11.0
PIAZZALE NUMA POMPILIO x VIA DRUSO,5,0.0,1.0,41.8797,12.4958,10.0
VIA APPIA NUOVA x VIA DI CASAL ROTONDO,5,0.0,1.0,41.8246,12.56195,10.0
VIA DEI PANFILI x VIA DEI TRAGHETTI,5,0.0,1.0,41.7365,12.2772,10.0
VIA SANTI ROMANO x VIALE PALMIRO TOGLIATTI,5,0.0,1.0,41.8624,12.5689,10.0
